MSSubClass,MSZoning,LotFrontage,LotArea,Street,Alley,LotShape,LandContour,Utilities,LotConfig,LandSlope,Neighborhood,Condition1,Condition2,BldgType,HouseStyle,OverallQual,OverallCond,YearBuilt,YearRemodAdd,RoofStyle,RoofMatl,Exterior1st,Exterior2nd,MasVnrType,MasVnrArea,ExterQual,ExterCond,Foundation,BsmtQual,BsmtCond,BsmtExposure,BsmtFinType1,BsmtFinSF1,BsmtFinType2,BsmtFinSF2,BsmtUnfSF,TotalBsmtSF,Heating,HeatingQC,CentralAir,Electrical,1stFlrSF,2ndFlrSF,LowQualFinSF,GrLivArea,BsmtFullBath,BsmtHalfBath,FullBath,HalfBath,BedroomAbvGr,KitchenAbvGr,KitchenQual,TotRmsAbvGrd,Functional,Fireplaces,FireplaceQu,GarageType,GarageYrBlt,GarageFinish,GarageCars,GarageArea,GarageQual,GarageCond,PavedDrive,WoodDeckSF,OpenPorchSF,EnclosedPorch,3SsnPorch,ScreenPorch,PoolArea,PoolQC,Fence,MiscFeature,MiscVal,MoSold,YrSold,SaleType,SaleCondition,SalePrice
50.0,RL,78,10496.0,Pave,,,,AllPub,,Gtl,NAmes,Artery,Norm,1Fam,,,6.0,1949.0,1950.0,Gable,CompShg,Wd Sdng,Wd Sdng,BrkFace,320,TA,,,TA,,,Rec,196.0,Unf,0.0,844.0,1040.0,GasA,Ex,Y,SBrkr,1168.0,678.0,0.0,1846.0,0.0,,2.0,,3.0,1.0,TA,7.0,,1.0,,Attchd,1949,Unf,1.0,,TA,TA,Y,0.0,0.0,0.0,0.0,0.0,0.0,,GdWo,NA,0.0,,2007.0,,Normal,143000
90.0,RH,,6270.0,Pave,NA,,HLS,AllPub,Inside,Gtl,Crawfor,,Norm,Duplex,2Story,5.0,,1949.0,1950.0,Gable,CompShg,,,None,,TA,,CBlock,TA,TA,No,BLQ,284.0,Unf,0.0,717.0,1001.0,GasA,TA,N,,1001.0,,0.0,2002.0,0.0,0.0,2.0,0.0,4.0,,TA,8.0,Typ,0.0,,2Types,,Unf,3.0,871.0,,TA,,0.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,2007.0,WD,Normal,145000
20.0,RL,,7200.0,,NA,Reg,Lvl,AllPub,,Gtl,NAmes,Norm,Norm,1Fam,1Story,5.0,,1955.0,,Gable,CompShg,VinylSd,VinylSd,None,,TA,TA,,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,,Y,SBrkr,827.0,0.0,,827.0,0.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Mod,1.0,Po,Detchd,1967,Unf,1.0,392.0,TA,TA,,0.0,0.0,,0.0,,0.0,NA,NA,,0.0,4.0,2010.0,WD,Normal,107500
,RM,NA,4438.0,Pave,NA,,Lvl,AllPub,,Gtl,CollgCr,Norm,Norm,TwnhsE,1Story,6.0,5.0,2004.0,2004.0,,CompShg,VinylSd,VinylSd,BrkFace,169,Gd,TA,PConc,Gd,,Gd,,,,,186.0,,GasA,Ex,Y,SBrkr,848.0,0.0,,848.0,1.0,,1.0,,1.0,1.0,Gd,4.0,Typ,,Gd,Attchd,,Fin,2.0,,,TA,,140.0,0.0,,0.0,0.0,0.0,NA,NA,NA,0.0,6.0,2008.0,,,144500
50.0,RL,80,8480.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,NAmes,Norm,Norm,1Fam,1.5Fin,5.0,5.0,1947.0,1950.0,Gable,CompShg,,MetalSd,,0,TA,TA,,TA,,No,Rec,442.0,Unf,0.0,390.0,832.0,,,Y,SBrkr,832.0,384.0,,1216.0,0.0,,1.0,0.0,2.0,1.0,TA,,Typ,0.0,NA,Detchd,1947,Unf,1.0,336.0,TA,TA,Y,158.0,0.0,,0.0,0.0,0.0,NA,NA,NA,0.0,10.0,2008.0,COD,Abnorml,118500
20.0,RL,64,7406.0,Pave,NA,Reg,Lvl,AllPub,,Gtl,CollgCr,Norm,Norm,1Fam,1Story,7.0,5.0,,,,,,VinylSd,,,Gd,TA,PConc,Gd,TA,,GLQ,684.0,Unf,0.0,515.0,1199.0,GasA,Ex,Y,SBrkr,1220.0,0.0,0.0,1220.0,1.0,0.0,2.0,,,1.0,Gd,6.0,Typ,0.0,NA,Attchd,2006,RFn,,632.0,TA,TA,Y,105.0,,,,0.0,0.0,,NA,NA,0.0,7.0,2006.0,New,Partial,194000
60.0,RL,64,8320.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,,Norm,1Fam,,7.0,5.0,2004.0,2004.0,,CompShg,,VinylSd,None,,,TA,,,,,GLQ,490.0,Unf,0.0,280.0,770.0,GasA,Ex,Y,SBrkr,770.0,812.0,0.0,1582.0,,0.0,2.0,1.0,3.0,1.0,Gd,6.0,,0.0,NA,,,RFn,2.0,520.0,TA,TA,,0.0,45.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,,,Normal,185900
190.0,RL,60,12180.0,,NA,Reg,,AllPub,Inside,Gtl,Edwards,Norm,Norm,,1.5Fin,4.0,4.0,1941.0,,Gable,,MetalSd,MetalSd,,,,,BrkTil,,,No,BLQ,348.0,Unf,,324.0,672.0,Grav,Fa,,FuseA,672.0,252.0,0.0,924.0,1.0,0.0,1.0,0.0,2.0,1.0,Fa,,Typ,0.0,NA,,1941,Unf,1.0,280.0,TA,TA,Y,,,0.0,0.0,,,NA,MnPrv,NA,0.0,7.0,2010.0,WD,Normal,80000
20.0,RL,77,9320.0,Pave,NA,,Lvl,AllPub,Inside,Gtl,NAmes,Norm,,,,4.0,5.0,1959.0,,Gable,,Plywood,Plywood,None,0,TA,TA,CBlock,TA,TA,No,ALQ,569.0,Unf,,381.0,950.0,,Fa,Y,SBrkr,1225.0,0.0,0.0,1225.0,1.0,0.0,1.0,1.0,3.0,1.0,TA,6.0,Typ,0.0,NA,NA,NA,NA,0.0,0.0,NA,NA,Y,352.0,0.0,0.0,0.0,0.0,0.0,,NA,,400.0,1.0,2010.0,WD,Normal,128950
30.0,,50,6000.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,BrkSide,Norm,Norm,1Fam,1Story,5.0,7.0,1921.0,,Gable,,Wd Sdng,,,,TA,,CBlock,TA,TA,No,,616.0,Unf,0.0,0.0,616.0,GasA,Gd,Y,SBrkr,616.0,0.0,0.0,616.0,0.0,,1.0,0.0,2.0,1.0,TA,4.0,Typ,,NA,Detchd,1921,Unf,,205.0,TA,TA,Y,0.0,,129.0,0.0,0.0,,,,,0.0,6.0,2006.0,WD,Normal,89000
20.0,RM,100,,Pave,NA,Reg,,AllPub,Inside,Gtl,OldTown,,Norm,1Fam,1Story,5.0,,1948.0,2005.0,Gable,,MetalSd,,None,0,TA,TA,CBlock,TA,TA,No,GLQ,,ALQ,608.0,,924.0,GasA,Ex,Y,SBrkr,1122.0,0.0,0.0,,1.0,,1.0,0.0,2.0,1.0,Gd,6.0,Typ,0.0,NA,Attchd,,,2.0,528.0,,TA,Y,,36.0,0.0,,0.0,0.0,NA,GdWo,NA,0.0,5.0,2008.0,WD,Normal,147000
,RM,50,6000.0,Pave,NA,Reg,,AllPub,,Gtl,,Norm,Norm,1Fam,,6.0,7.0,1929.0,1950.0,Gable,CompShg,WdShing,,None,0,TA,TA,,TA,TA,No,Unf,0.0,Unf,0.0,,862.0,GasA,TA,Y,SBrkr,950.0,,0.0,1158.0,0.0,0.0,1.0,,3.0,1.0,TA,5.0,,,,BuiltIn,1929,RFn,,208.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0.0,NA,NA,NA,,7.0,2008.0,WD,Normal,120000
,RL,97,10029.0,Pave,,IR1,Lvl,AllPub,,Gtl,ClearCr,Norm,Norm,,2Story,6.0,5.0,1988.0,1989.0,Gable,CompShg,,Plywood,BrkFace,268,Gd,TA,PConc,Gd,,No,GLQ,831.0,Unf,0.0,320.0,1151.0,GasA,TA,Y,SBrkr,,896.0,0.0,2060.0,0.0,1.0,2.0,,,1.0,TA,8.0,Typ,1.0,TA,Attchd,1988,Unf,,521.0,TA,TA,Y,0.0,228.0,0.0,0.0,192.0,,,NA,,0.0,9.0,2007.0,WD,Normal,211000
20.0,RL,,12444.0,,NA,Reg,Lvl,,,Gtl,NridgHt,Norm,Norm,1Fam,1Story,,,,2008.0,Hip,CompShg,VinylSd,VinylSd,,426,Ex,TA,,Ex,TA,Av,GLQ,1336.0,,0.0,596.0,1932.0,GasA,Ex,Y,,1932.0,,,1932.0,1.0,0.0,2.0,,2.0,1.0,,,,1.0,,Attchd,2008,,3.0,774.0,TA,TA,Y,0.0,66.0,0.0,,0.0,0.0,NA,NA,NA,0.0,11.0,2008.0,New,Partial,394617
120.0,RM,,4435.0,,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,,TwnhsE,,6.0,,2003.0,2003.0,Gable,CompShg,VinylSd,,BrkFace,170,Gd,,,Gd,TA,,GLQ,,Unf,0.0,162.0,848.0,GasA,Ex,Y,,,0.0,0.0,,1.0,0.0,,0.0,,1.0,Gd,3.0,Typ,0.0,,,2003,Fin,2.0,420.0,TA,TA,Y,140.0,0.0,,0.0,0.0,0.0,NA,NA,,0.0,3.0,2008.0,,Normal,136500
60.0,FV,64,8791.0,Pave,NA,IR1,Lvl,AllPub,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,,5.0,2003.0,2003.0,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Gd,,No,Rec,503.0,,0.0,361.0,864.0,GasA,Ex,Y,SBrkr,864.0,864.0,0.0,,0.0,0.0,2.0,1.0,3.0,,Gd,7.0,Typ,,,Attchd,2003,RFn,2.0,673.0,TA,TA,Y,216.0,56.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,,2008.0,WD,Normal,207500
,,70,9100.0,Pave,NA,Reg,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,,1Fam,1Story,7.0,,2004.0,2005.0,Hip,,VinylSd,VinylSd,None,0,Gd,TA,,Gd,,No,GLQ,24.0,Unf,0.0,1836.0,1860.0,GasA,Ex,Y,SBrkr,1836.0,0.0,0.0,1836.0,,0.0,2.0,0.0,3.0,1.0,Gd,8.0,Typ,1.0,Gd,Attchd,2004,Fin,2.0,484.0,TA,TA,Y,,,0.0,,0.0,,NA,NA,NA,0.0,10.0,,,Normal,216837
20.0,RL,182,14572.0,,NA,,Lvl,AllPub,,,Gilbert,Norm,Norm,1Fam,1Story,7.0,5.0,,2004.0,Hip,CompShg,,VinylSd,,0,,TA,PConc,,TA,Av,,1300.0,,0.0,230.0,,GasA,,Y,,,0.0,0.0,,1.0,0.0,2.0,,3.0,1.0,Gd,7.0,Typ,1.0,Gd,,2004,Fin,3.0,630.0,TA,TA,,144.0,36.0,0.0,0.0,0.0,0.0,,NA,NA,0.0,11.0,2007.0,WD,Family,259000
,FV,NA,7050.0,Pave,NA,Reg,,AllPub,Inside,Gtl,Somerst,Norm,Norm,,,7.0,5.0,,2001.0,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,,TA,,GLQ,738.0,Unf,0.0,,1057.0,GasA,Ex,Y,SBrkr,1057.0,872.0,,1929.0,,0.0,2.0,1.0,3.0,1.0,Gd,7.0,Typ,1.0,TA,Attchd,2001,,2.0,650.0,TA,TA,Y,,235.0,0.0,,0.0,0.0,NA,NA,,0.0,5.0,,WD,Normal,226000
45.0,RL,,9600.0,Pave,NA,Reg,Lvl,,Inside,,NAmes,Norm,,1Fam,1.5Unf,5.0,,1949.0,2003.0,,,MetalSd,MetalSd,None,0,TA,TA,CBlock,TA,,No,ALQ,220.0,Unf,0.0,625.0,845.0,GasA,TA,Y,,893.0,,0.0,893.0,0.0,1.0,,0.0,2.0,1.0,Gd,,Typ,0.0,,Detchd,1985,,2.0,576.0,,TA,,0.0,0.0,0.0,0.0,0.0,,NA,NA,NA,,5.0,,WD,,135000
120.0,,,4426.0,,,,,AllPub,Inside,Gtl,CollgCr,Norm,Norm,,1Story,6.0,5.0,,2004.0,Gable,,VinylSd,,BrkFace,147,,TA,PConc,Gd,,Av,GLQ,697.0,Unf,0.0,,,GasA,Ex,Y,SBrkr,,0.0,0.0,848.0,1.0,0.0,,0.0,1.0,,Gd,3.0,,1.0,,Attchd,2004,RFn,,420.0,TA,TA,Y,149.0,0.0,0.0,,,,NA,NA,NA,0.0,5.0,2008.0,WD,Normal,149300
60.0,RL,66,13682.0,Pave,NA,IR2,,AllPub,CulDSac,Gtl,StoneBr,Norm,Norm,1Fam,2Story,10.0,5.0,2006.0,2006.0,,CompShg,VinylSd,VinylSd,BrkFace,,Ex,,,Ex,,Gd,Unf,0.0,,0.0,,1410.0,GasA,Ex,Y,SBrkr,1426.0,1519.0,0.0,2945.0,0.0,,,1.0,3.0,,Gd,10.0,Typ,1.0,Gd,BuiltIn,2006,Fin,,641.0,TA,TA,Y,,0.0,37.0,0.0,0.0,,NA,NA,NA,0.0,10.0,2006.0,New,Partial,438780
120.0,RL,53,4045.0,,NA,Reg,Lvl,AllPub,Inside,Gtl,Blmngtn,,Norm,TwnhsE,1Story,7.0,5.0,2006.0,,Hip,CompShg,VinylSd,VinylSd,BrkFace,45,,TA,PConc,Gd,TA,Av,GLQ,,Unf,0.0,,1356.0,GasA,,Y,SBrkr,1500.0,0.0,0.0,1500.0,1.0,0.0,,0.0,2.0,,Gd,,Typ,1.0,Gd,Attchd,,Fin,,,TA,TA,Y,161.0,20.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,10.0,2006.0,New,Partial,246578
,RM,90,,Pave,NA,Reg,Lvl,,,Gtl,OldTown,,Norm,,1Story,,7.0,1957.0,,Gable,CompShg,MetalSd,MetalSd,None,0,,TA,CBlock,TA,,No,GLQ,600.0,Unf,0.0,312.0,912.0,GasA,TA,Y,,1236.0,0.0,0.0,1236.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,,Typ,0.0,NA,Attchd,1957,Unf,2.0,923.0,TA,TA,Y,0.0,158.0,158.0,,0.0,0.0,NA,,NA,0.0,4.0,2010.0,WD,,149700
,RL,NA,9819.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,Sawyer,Norm,,1Fam,,5.0,5.0,1967.0,1967.0,Gable,CompShg,MetalSd,MetalSd,BrkFace,31,,,,,TA,No,,450.0,Unf,0.0,,882.0,GasA,TA,Y,SBrkr,900.0,0.0,0.0,900.0,0.0,0.0,1.0,0.0,3.0,,,5.0,Typ,,NA,,1970,Unf,,280.0,TA,TA,,0.0,,0.0,0.0,0.0,0.0,NA,MnPrv,NA,0.0,2.0,2010.0,WD,,122000
20.0,RL,60,9000.0,Pave,NA,Reg,Lvl,,FR2,Gtl,NAmes,Norm,Norm,1Fam,,4.0,6.0,1971.0,,Gable,,,HdBoard,None,0,TA,TA,,TA,,,,616.0,Unf,0.0,248.0,864.0,,TA,Y,SBrkr,864.0,0.0,0.0,864.0,0.0,0.0,1.0,0.0,3.0,1.0,,5.0,Typ,,NA,,1974,Unf,,528.0,,TA,,0.0,0.0,0.0,0.0,,,,,NA,0.0,,2007.0,WD,,120500
160.0,RM,24,2016.0,Pave,NA,,Lvl,AllPub,Inside,Gtl,BrDale,Norm,Norm,TwnhsE,2Story,5.0,5.0,1970.0,1970.0,Gable,CompShg,HdBoard,HdBoard,BrkFace,304,,TA,CBlock,TA,,No,Unf,0.0,Unf,0.0,630.0,,GasA,TA,Y,SBrkr,630.0,,0.0,1302.0,,0.0,,1.0,,,TA,,,0.0,NA,Detchd,1970,Unf,,440.0,TA,,Y,,0.0,0.0,,0.0,0.0,,NA,NA,0.0,4.0,2007.0,WD,Normal,106000
20.0,RL,,,,NA,IR1,Lvl,AllPub,Corner,Gtl,Sawyer,Norm,Norm,1Fam,1Story,5.0,,1968.0,1968.0,Gable,CompShg,Plywood,Plywood,None,,TA,TA,PConc,TA,TA,No,Unf,0.0,Unf,,,948.0,GasA,TA,Y,,948.0,0.0,0.0,,,0.0,1.0,0.0,3.0,1.0,TA,6.0,,0.0,NA,Attchd,,Unf,1.0,,TA,TA,Y,147.0,0.0,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,5.0,2007.0,WD,Family,108000
80.0,RL,101,9150.0,Pave,,IR1,,AllPub,Corner,Gtl,NAmes,,Norm,1Fam,,6.0,5.0,1962.0,1962.0,Gable,,,Plywood,BrkFace,305,,TA,CBlock,Gd,TA,Gd,GLQ,371.0,,0.0,728.0,,GasA,,Y,,1431.0,0.0,0.0,1431.0,0.0,1.0,1.0,0.0,3.0,1.0,TA,,Typ,1.0,Gd,Basment,,RFn,,296.0,TA,TA,Y,64.0,,0.0,0.0,0.0,0.0,NA,NA,NA,0.0,12.0,2008.0,WD,Normal,165000
50.0,RL,79,,Pave,NA,Reg,Lvl,,Inside,Gtl,NAmes,Artery,Norm,1Fam,1.5Fin,6.0,7.0,,1950.0,Gable,CompShg,,,None,0,TA,TA,,TA,TA,No,BLQ,403.0,,165.0,,806.0,GasA,TA,Y,FuseA,958.0,,0.0,,1.0,0.0,1.0,0.0,3.0,,Fa,5.0,Typ,,TA,Attchd,,,1.0,,TA,TA,Y,0.0,,32.0,0.0,0.0,0.0,NA,,NA,,,2006.0,WD,Normal,133000
20.0,RL,,15865.0,Pave,NA,IR1,Lvl,AllPub,Inside,Mod,,Norm,Norm,1Fam,,8.0,6.0,1970.0,1970.0,Flat,Tar&Grv,Wd Sdng,Wd Sdng,None,,,Gd,PConc,TA,Gd,,,351.0,Rec,,,2217.0,,Ex,,,,,,2217.0,1.0,0.0,2.0,0.0,,1.0,Gd,,,1.0,,Attchd,1970,Unf,2.0,,TA,TA,Y,81.0,,0.0,0.0,224.0,0.0,NA,NA,NA,0.0,10.0,2007.0,WD,Normal,268000
,,168,23257.0,Pave,NA,IR3,HLS,AllPub,CulDSac,Gtl,Gilbert,Norm,Norm,1Fam,2Story,7.0,5.0,2006.0,,Gable,CompShg,VinylSd,VinylSd,None,0,Gd,TA,PConc,Ex,Gd,,Unf,,Unf,,,868.0,,Ex,Y,SBrkr,887.0,,,2021.0,,0.0,2.0,1.0,,,,9.0,,1.0,Gd,,2006,RFn,2.0,422.0,TA,TA,Y,0.0,100.0,0.0,0.0,0.0,,,NA,NA,0.0,9.0,2006.0,New,,274725
20.0,RL,92,11932.0,Pave,NA,Reg,Lvl,AllPub,FR2,Gtl,Somerst,Feedr,Norm,1Fam,1Story,,,2007.0,2008.0,,CompShg,,,Stone,186,Gd,TA,PConc,Gd,TA,No,Unf,,Unf,0.0,,1580.0,GasA,,Y,SBrkr,1580.0,0.0,0.0,1580.0,,,2.0,0.0,3.0,1.0,Gd,7.0,Typ,0.0,NA,Attchd,2008,RFn,3.0,,TA,TA,Y,0.0,24.0,,0.0,,0.0,,NA,,0.0,,2008.0,ConLD,Partial,235128
60.0,RL,80,14000.0,Pave,NA,Reg,,AllPub,Inside,Mod,,Norm,,1Fam,2Story,7.0,5.0,1996.0,1997.0,Gable,CompShg,Wd Sdng,Wd Sdng,None,0,Gd,,PConc,,TA,Gd,GLQ,1201.0,Unf,0.0,105.0,,GasA,Ex,Y,SBrkr,1306.0,954.0,,2260.0,1.0,0.0,,,3.0,1.0,,7.0,Typ,,NA,Attchd,1996,RFn,2.0,533.0,TA,TA,Y,296.0,,0.0,,0.0,0.0,NA,,NA,0.0,,,WD,Normal,328000
20.0,,105,11249.0,,,IR2,Lvl,AllPub,Inside,Gtl,CollgCr,Norm,Norm,1Fam,1Story,6.0,5.0,1995.0,1995.0,Gable,CompShg,VinylSd,VinylSd,None,,Gd,Gd,PConc,,Gd,No,ALQ,,BLQ,544.0,322.0,1200.0,GasA,Ex,Y,SBrkr,1200.0,,0.0,1200.0,1.0,0.0,2.0,0.0,3.0,1.0,Gd,,Typ,0.0,NA,Attchd,1995,,,521.0,TA,,Y,0.0,26.0,0.0,0.0,,0.0,NA,NA,NA,0.0,,2007.0,WD,Normal,177500
160.0,RM,24,2522.0,Pave,NA,Reg,Lvl,AllPub,,Gtl,,Norm,Norm,Twnhs,2Story,,5.0,2004.0,2006.0,Gable,CompShg,VinylSd,VinylSd,,50,Gd,TA,PConc,Gd,TA,No,Unf,0.0,Unf,0.0,970.0,970.0,,Ex,Y,,970.0,739.0,0.0,,0.0,0.0,2.0,0.0,3.0,1.0,Gd,7.0,,0.0,NA,Detchd,2004,Unf,2.0,380.0,,TA,,0.0,40.0,0.0,0.0,0.0,,,NA,NA,0.0,,,WD,Normal,130000
20.0,RL,NA,7340.0,Pave,,IR1,Lvl,,Inside,Gtl,NAmes,Norm,Norm,1Fam,1Story,4.0,6.0,1971.0,1971.0,Gable,,HdBoard,HdBoard,,,,,CBlock,TA,TA,No,ALQ,322.0,Unf,0.0,536.0,858.0,GasA,TA,Y,,858.0,,0.0,,0.0,0.0,1.0,0.0,2.0,,TA,4.0,Typ,0.0,,,,Unf,1.0,684.0,TA,TA,Y,,0.0,0.0,0.0,0.0,,,NA,,,6.0,2007.0,WD,,110000
,RL,63,,,,Reg,Lvl,AllPub,Inside,,Mitchel,Norm,,1Fam,1Story,5.0,5.0,1991.0,1992.0,Gable,CompShg,HdBoard,HdBoard,None,0,,TA,PConc,Gd,TA,,,,,0.0,762.0,974.0,GasA,TA,Y,SBrkr,974.0,0.0,0.0,974.0,0.0,,,0.0,3.0,1.0,,5.0,Typ,0.0,NA,NA,,NA,,,NA,NA,Y,0.0,28.0,0.0,,0.0,0.0,NA,MnPrv,NA,0.0,9.0,,Oth,Abnorml,93500
,,60,,Pave,NA,Reg,,AllPub,Inside,Gtl,IDOTRR,Norm,Norm,1Fam,1Story,3.0,4.0,1922.0,1950.0,Hip,CompShg,Wd Sdng,Wd Sdng,None,0,,TA,,TA,Fa,No,Unf,,Unf,0.0,,1007.0,GasA,Fa,N,,1077.0,,0.0,,0.0,0.0,1.0,0.0,3.0,1.0,TA,6.0,Typ,1.0,,Detchd,1922,Unf,1.0,210.0,,,,0.0,,48.0,0.0,0.0,0.0,,NA,NA,0.0,5.0,2006.0,,Normal,91000
,RL,NA,,,NA,IR1,Lvl,AllPub,Inside,Gtl,,,,1Fam,1Story,5.0,6.0,,,Hip,CompShg,,Wd Sdng,None,,TA,TA,CBlock,TA,,,Rec,915.0,Unf,,135.0,1050.0,GasA,TA,Y,SBrkr,1050.0,0.0,0.0,1050.0,1.0,,1.0,0.0,3.0,1.0,TA,6.0,Typ,,NA,,1961,Unf,,368.0,TA,TA,Y,0.0,,,0.0,0.0,0.0,,,NA,0.0,1.0,,,,136500
85.0,RL,,7540.0,,NA,IR1,Lvl,AllPub,CulDSac,Gtl,Mitchel,Norm,,1Fam,SFoyer,6.0,6.0,1978.0,1978.0,,CompShg,VinylSd,VinylSd,,0,,TA,CBlock,,,Av,GLQ,,Unf,,,,,,Y,SBrkr,912.0,0.0,0.0,912.0,1.0,0.0,1.0,0.0,2.0,1.0,TA,5.0,Typ,1.0,TA,Attchd,1978,RFn,2.0,470.0,TA,TA,Y,0.0,0.0,0.0,,192.0,0.0,NA,,NA,0.0,6.0,2007.0,WD,Normal,156000
60.0,RL,47,53504.0,Pave,NA,IR2,HLS,AllPub,CulDSac,Mod,StoneBr,Norm,Norm,1Fam,2Story,,5.0,2003.0,,,CompShg,CemntBd,Wd Shng,,603,Ex,TA,PConc,Gd,TA,,ALQ,1416.0,Unf,0.0,234.0,1650.0,GasA,Ex,Y,SBrkr,1690.0,1589.0,0.0,3279.0,1.0,0.0,,1.0,4.0,1.0,Ex,,Mod,1.0,Gd,,2003,Fin,3.0,841.0,TA,TA,Y,503.0,,0.0,0.0,210.0,0.0,NA,NA,NA,0.0,6.0,,WD,Normal,538000
90.0,RL,87,9246.0,,NA,IR1,,AllPub,Inside,Gtl,NWAmes,Feedr,,,1Story,5.0,5.0,,1973.0,Gable,,Plywood,Plywood,BrkFace,564,,TA,,TA,TA,,Unf,0.0,Unf,0.0,1656.0,1656.0,GasA,TA,,SBrkr,1656.0,,0.0,1656.0,,0.0,2.0,0.0,4.0,2.0,TA,8.0,,0.0,NA,Detchd,1973,Unf,2.0,506.0,TA,TA,,0.0,211.0,0.0,0.0,0.0,0.0,NA,,NA,0.0,,,WD,Normal,135000
20.0,RL,85,10655.0,Pave,,IR1,Lvl,AllPub,Inside,Gtl,NridgHt,,Norm,,,8.0,5.0,2003.0,2004.0,Gable,CompShg,VinylSd,VinylSd,BrkFace,296,Gd,TA,PConc,Gd,TA,,,1124.0,NA,479.0,1603.0,3206.0,GasA,Ex,Y,,1629.0,0.0,0.0,1629.0,1.0,,2.0,0.0,3.0,1.0,Gd,7.0,Typ,,Gd,Attchd,,RFn,3.0,880.0,TA,,Y,0.0,,0.0,0.0,0.0,0.0,NA,NA,NA,,10.0,2009.0,WD,Normal,284000
90.0,RL,,10125.0,Pave,NA,Reg,Lvl,,Inside,Gtl,Mitchel,,Norm,,1.5Fin,5.0,5.0,1977.0,1977.0,Gable,CompShg,Plywood,Plywood,None,0,TA,TA,CBlock,NA,NA,NA,NA,0.0,NA,0.0,0.0,0.0,GasA,TA,Y,,1302.0,432.0,0.0,1734.0,0.0,0.0,2.0,,4.0,2.0,Gd,,Typ,,NA,Attchd,1977,Unf,2.0,539.0,TA,TA,Y,,0.0,,0.0,0.0,,NA,,,0.0,8.0,2009.0,COD,Normal,126000
30.0,RM,50,6000.0,Pave,NA,,Lvl,AllPub,,Gtl,OldTown,,,1Fam,1Story,4.0,4.0,1920.0,1950.0,,,,,None,0,TA,TA,PConc,,TA,No,ALQ,250.0,,0.0,,,GasA,,Y,FuseA,,0.0,0.0,960.0,0.0,0.0,1.0,0.0,,1.0,Fa,5.0,Typ,0.0,,Detchd,,Unf,1.0,308.0,TA,TA,Y,0.0,0.0,,0.0,0.0,0.0,NA,NA,NA,0.0,7.0,2007.0,WD,Normal,108500
60.0,FV,65,,,,Reg,Lvl,,Inside,Gtl,Somerst,Norm,Norm,1Fam,2Story,7.0,6.0,,2007.0,Gable,CompShg,,CmentBd,NA,NA,Gd,TA,,Gd,TA,,Unf,0.0,Unf,0.0,813.0,813.0,GasA,Ex,,SBrkr,822.0,843.0,0.0,1665.0,0.0,0.0,,1.0,,,Gd,,Typ,0.0,NA,Attchd,2007,RFn,,,,,Y,0.0,0.0,0.0,,,0.0,NA,NA,,0.0,5.0,2008.0,WD,Normal,205950
20.0,RL,89,12461.0,Pave,NA,Reg,Lvl,AllPub,Corner,,,Norm,Norm,1Fam,1Story,8.0,5.0,1994.0,1995.0,,CompShg,ImStucc,ImStucc,,0,,TA,PConc,Gd,,No,GLQ,1456.0,,0.0,168.0,1624.0,GasA,,Y,SBrkr,1624.0,0.0,0.0,1624.0,1.0,0.0,2.0,0.0,2.0,,Gd,5.0,,1.0,Fa,Attchd,1994,RFn,,757.0,TA,TA,Y,0.0,114.0,192.0,,0.0,,NA,GdPrv,NA,0.0,7.0,2006.0,WD,Normal,262000
190.0,RL,,7000.0,Pave,NA,,Lvl,AllPub,Inside,Gtl,Edwards,Norm,,2fmCon,2Story,,7.0,,1991.0,Gable,,MetalSd,MetalSd,None,0,TA,TA,CBlock,Gd,,Gd,GLQ,969.0,Unf,0.0,,1117.0,GasA,TA,Y,,820.0,,0.0,1347.0,1.0,,,0.0,3.0,1.0,TA,5.0,,,NA,NA,,NA,0.0,0.0,NA,NA,,85.0,0.0,,0.0,,0.0,NA,,,0.0,,,WD,Normal,107500
